Drenthe;Flevoland;Friesland;Gelderland;Groningen;Limburg;Noord-Brabant;Noord-Holland;Overijssel;Utrecht;Zeeland;Zuid-Holland
0.199063714;0.078908647;0.261765115;0.344828494;0.335089636;0.092588375;0.338206485;0.179107592;0.058987451;0.501811513;0.038721013;0.464283227
